street,house,zip_code,latitude,longitude
Переулок 1-й Машиностроителей,1,420056,55.840649,49.233292
Переулок 1-й Машиностроителей,2,420056,55.840578,49.233876
Переулок 1-й Машиностроителей,4,420056,55.841144,49.23358
Переулок 1-й Машиностроителей,5,420056,55.841008,49.233166
Переулок 1-й Машиностроителей,6,420056,55.841478,49.233427
Переулок 1-й Машиностроителей,7,420056,55.841185,49.233041
Переулок 1-й Машиностроителей,8,420056,55.841614,49.233346
Переулок 1-й Машиностроителей,8а,420056,55.841614,49.233346
Переулок 1-й Машиностроителей,8б,420056,55.841614,49.233346
Переулок 1-й Машиностроителей,9,420056,55.841493,49.232879
Переулок 1-й Машиностроителей,10,420056,55.841801,49.233292
Переулок 1-й Машиностроителей,11,420056,55.841756,49.232681
Переулок 1-й Машиностроителей,15,420056,55.842408,49.232277
1-я Аральская улица,1,420055,55.703591,49.150288
1-я Аральская улица,2,420055,55.703718,49.150054
1-я Аральская улица,3,420055,55.703591,49.150288
1-я Аральская улица,4,420055,55.703576,49.14974
1-я Аральская улица,5,420055,55.703434,49.150063
1-я Аральская улица,6 к. 1,420055,55.703454,49.149533
1-я Аральская улица,6 к. 2,420055,55.703454,49.149533
1-я Аральская улица,7,420055,55.703307,49.149857
1-я Аральская улица,8,420055,55.703307,49.149273
1-я Аральская улица,9,420055,55.703134,49.149641
1-я Аральская улица,10,420055,55.703175,49.149147
1-я Владимирская улица,5,420088,55.809049,49.207969
1-я Владимирская улица,8,420088,55.809757,49.208238
1-я Владимирская улица,10,420088,55.81,49.208211
1-я Владимирская улица,11,420088,55.809504,49.207807
1-я Владимирская улица,12,420088,55.809924,49.207951
1-я Владимирская улица,13,420088,55.809717,49.207501
1-я Владимирская улица,17,420088,55.809924,49.207232
1-я Владимирская улица,17А,420088,55.809924,49.207232
1-я Владимирская улица,18,420088,55.810364,49.207501
1-я Владимирская улица,20,420088,55.810567,49.207331
1-я Владимирская улица,21,420088,55.810344,49.206792
1-я Владимирская улица,22б,420088,55.811002,49.206855
1-я Владимирская улица,22в,420088,55.811002,49.206855
1-я Владимирская улица,23,420088,55.810587,49.206468
1-я Владимирская улица,24,420088,55.811179,49.206522
1-я Владимирская улица,25,420088,55.810673,49.206343
1-я Владимирская улица,26,420088,55.811179,49.206522
1-я Владимирская улица,28,420088,55.811361,49.206271
1-я Владимирская улица,29,420088,55.810673,49.206343
1-я Владимирская улица,30 стр. 1,420088,55.811361,49.206271
1-я Владимирская улица,30 стр. 2,420088,55.811361,49.206271
1-я Владимирская улица,32,420088,55.811594,49.205983
1-я Владимирская улица,34,420088,55.811725,49.205831
1-я Владимирская улица,35,420088,55.811407,49.205453
1-я Владимирская улица,42,420088,55.812934,49.206091
1-я Владимирская улица,42а,420088,55.813202,49.206154
1-я Владимирская улица,44,420088,55.81345,49.2061
1-я Владимирская улица,44а,420088,55.81345,49.2061
1-я Владимирская улица,46,420088,55.813617,49.20601
1-я Владимирская улица,48,420088,55.813845,49.205875
1-я Владимирская улица,49,420088,55.814254,49.20495
1-я Владимирская улица,50,420088,55.813946,49.205768
1-я Владимирская улица,51,420088,55.814436,49.204833
1-я Владимирская улица,52,420088,55.814158,49.205588
1-я Владимирская улица,53,420088,55.814533,49.204726
1-я Владимирская улица,54,420088,55.814361,49.205408
1-я Владимирская улица,55,420088,55.814705,49.204375
1-я Владимирская улица,56,420088,55.814512,49.205283
1-я Владимирская улица,57,420088,55.815033,49.204357
1-я Владимирская улица,58,420088,55.814639,49.205256
1-я Владимирская улица,58а,420088,55.814639,49.205256
1-я Владимирская улица,59,420088,55.815028,49.204088
1-я Владимирская улица,60,420088,55.814806,49.205121
1-я Владимирская улица,61,420088,55.81519,49.204241
1-я Владимирская улица,65,420088,55.815524,49.20363
1-я Владимирская улица,66,420088,55.815357,49.204959
1-я Владимирская улица,67,420088,55.815524,49.20363
1-я Владимирская улица,68,420088,55.815392,49.204708
1-я Владимирская улица,69,420088,55.815524,49.20363
1-я Владимирская улица,70,420088,55.815529,49.204501
1-я Владимирская улица,71,420088,55.815711,49.203899
1-я Владимирская улица,71а,420088,55.815711,49.203899
1-я Владимирская улица,72,420088,55.815893,49.204267
1-я Владимирская улица,73,420088,55.815711,49.203899
1-я Владимирская улица,75,420088,55.815711,49.203899
1-я Владимирская улица,75б,420088,55.815711,49.203899
1-я Владимирская улица,76,420088,55.816429,49.203836
1-я Владимирская улица,77,420088,55.815711,49.203899
1-я Владимирская улица,78,420088,55.816429,49.203836
1-я Владимирская улица,79,420088,55.815898,49.203387
1-я Владимирская улица,80,420088,55.817183,49.203279
1-я Владимирская улица,81,420088,55.815898,49.203387
1-я Владимирская улица,82,420088,55.817183,49.203279
1-я Владимирская улица,83,420088,55.816146,49.203549
1-я Владимирская улица,85,420088,55.816323,49.203378
1-я Владимирская улица,86,420088,55.817583,49.203145
1-я Владимирская улица,87,420088,55.81646,49.203279
1-я Владимирская улица,88,420088,55.817805,49.202785
1-я Владимирская улица,89,420088,55.81653,49.203109
1-я Владимирская улица,90,420088,55.817916,49.203163
1-я Владимирская улица,91,420088,55.816702,49.203118
1-я Владимирская улица,93,420088,55.817041,49.202785
1-я Владимирская улица,94,420088,55.818184,49.202543
1-я Владимирская улица,95,420088,55.817299,49.202588
1-я Владимирская улица,97,420088,55.817416,49.20248
1-я Владимирская улица,99,420088,55.817583,49.202354
1-я Владимирская улица,100,420088,55.818847,49.202183
1-я Владимирская улица,101,420088,55.817805,49.202219
1-я Владимирская улица,102,420088,55.819024,49.202282
1-я Владимирская улица,104,420088,55.819176,49.201842
1-я Владимирская улица,105,420088,55.817972,49.202076
1-я Владимирская улица,107,420088,55.818245,49.201761
1-я Владимирская улица,107а,420088,55.818245,49.201761
1-я Владимирская улица,108б к. 1,420088,55.820875,49.2023
1-я Владимирская улица,108б к. 2,420088,55.820875,49.2023
1-я Владимирская улица,108б к. 3,420088,55.820875,49.2023
1-я Владимирская улица,108б к. 4,420088,55.820875,49.2023
1-я Владимирская улица,108в,420088,55.821548,49.201923
1-я Владимирская улица,109,420088,55.818437,49.201653
1-я Владимирская улица,109а,420088,55.818311,49.20124
1-я Владимирская улица,111,420088,55.818574,49.20151
1-я Владимирская улица,113,420088,55.818731,49.20142
1-я Владимирская улица,114,420088,55.826498,49.20027
1-я Владимирская улица,118,420088,55.819778,49.20098
1-я Владимирская улица,119,420088,55.819181,49.200935
1-я Владимирская улица,121,420088,55.819181,49.200935
1-я Владимирская улица,123,420088,55.819181,49.200935
1-я Владимирская улица,124 к. 1,420088,55.820253,49.200656
1-я Владимирская улица,124 к. 2,420088,55.820253,49.200656
1-я Владимирская улица,125,420088,55.819338,49.200638
1-я Владимирская улица,126,420088,55.820465,49.200396
1-я Владимирская улица,127,420088,55.819697,49.200459
1-я Владимирская улица,128,420088,55.820738,49.200351
1-я Владимирская улица,130,420088,55.82086,49.200117
1-я Владимирская улица,131,420088,55.820142,49.200072
1-я Владимирская улица,132,420088,55.821001,49.200027
1-я Владимирская улица,133,420088,55.820293,49.199983
1-я Владимирская улица,134,420088,55.821194,49.199929
1-я Владимирская улица,135,420088,55.820395,49.199884
1-я Владимирская улица,136,420088,55.821517,49.199704
1-я Владимирская улица,137,420088,55.820577,49.199794
1-я Владимирская улица,138,420088,55.821821,49.199408
1-я Владимирская улица,139,420088,55.820693,49.199749
1-я Владимирская улица,140,420088,55.822038,49.199336
1-я Владимирская улица,141,420088,55.820829,49.199614
1-я Владимирская улица,143,420088,55.821017,49.199282
1-я Владимирская улица,143а,420088,55.821017,49.199282
1-я Владимирская улица,144,420088,55.822038,49.199336
1-я Владимирская улица,145,420088,55.821158,49.199318
1-я Владимирская улица,147,420088,55.821325,49.199291
1-я Владимирская улица,149,420088,55.821477,49.199129
1-я Владимирская улица,151,420088,55.821573,49.199003
1-я Владимирская улица,153,420088,55.821725,49.199003
1-я Владимирская улица,155,420088,55.821811,49.198967
1-я Владимирская улица,157,420088,55.821962,49.198788
1-я Владимирская улица,157 стр. 2,420088,55.821962,49.198788
1-я Владимирская улица,157а,420088,55.821962,49.198788
1-я Молдавская улица,2,420056,55.844905,49.235107
1-я Молдавская улица,3,420056,55.845026,49.235134
1-я Молдавская улица,4,420056,55.844652,49.235304
1-я Молдавская улица,5,420056,55.845026,49.235134
1-я Молдавская улица,5А,420056,55.845026,49.235134
1-я Молдавская улица,6,420056,55.844157,49.235942
1-я Молдавская улица,7,420056,55.844152,49.235592
1-я Молдавская улица,7А,420056,55.843955,49.235717
1-я Молдавская улица,8,420056,55.843773,49.235798
1-я Молдавская улица,9,420056,55.844152,49.235592
1-я Молдавская улица,10,420056,55.843773,49.235798
1-я Молдавская улица,12,420056,55.84353,49.235915
1-я Молдавская улица,13,420056,55.84309,49.235762
1-я Молдавская улица,14,420056,55.843247,49.236113
1-я Молдавская улица,15,420056,55.84309,49.235762
1-я Молдавская улица,16,420056,55.842893,49.236319
1-я Молдавская улица,16А,420056,55.842893,49.236319
1-я Молдавская улица,18,420056,55.842236,49.236661
1-я Молдавская улица,19,420056,55.842913,49.235888
1-я Молдавская улица,20,420056,55.841584,49.236876
1-я Молдавская улица,20Б,420056,55.841584,49.236876
1-я Молдавская улица,21,420056,55.841695,49.23623
1-я Молдавская улица,22,420056,55.841397,49.237074
1-я Молдавская улица,23,420056,55.841336,49.2364
1-я Молдавская улица,25А,420056,55.841149,49.236418
1-я Молдавская улица,26,420056,55.841397,49.237074
1-я Молдавская улица,27,420056,55.841149,49.236418
1-я Молдавская улица,28 к. 1,420056,55.841397,49.237074
1-я Молдавская улица,28 к. 2,420056,55.841397,49.237074
1-я Полевая улица,7а,420098,55.882368,49.095895
1-я Полевая улица,8,420098,55.881959,49.09647
1-я Полевая улица,10,420098,55.882141,49.096542
1-я Полевая улица,11,420098,55.88307,49.095949
1-я Полевая улица,13,420098,55.883333,49.096047
1-я Полевая улица,15,420098,55.88355,49.096092
1-я Полевая улица,20,420098,55.883287,49.096622
1-я Полевая улица,24А,420098,55.884035,49.096685
1-я Угловая улица,3,420070,55.673037,49.125548
1-я Угловая улица,5,420070,55.673037,49.125548
1-я Угловая улица,7,420070,55.672869,49.126213
Улица 10 лет Октября,1,420005,55.700796,49.088529
Улица 10 лет Октября,1а,420005,55.700796,49.088529
Улица 10 лет Октября,2,420005,55.700755,49.087792
Улица 10 лет Октября,3,420005,55.700608,49.089148
Улица 10 лет Октября,4,420005,55.700755,49.087792
Улица 10 лет Октября,4а,420005,55.700755,49.087792
Улица 10 лет Октября,5,420005,55.700385,49.089184
Улица 10 лет Октября,6,420005,55.700405,49.088349
Улица 10 лет Октября,7,420005,55.700233,49.089463
Улица 10 лет Октября,8,420005,55.700273,49.088582
Улица 10 лет Октября,9,420005,55.700512,49.086301
Улица 10 лет Октября,10,420005,55.700187,49.08878
Улица 10 лет Октября,11,420005,55.700512,49.086301
Улица 10 лет Октября,11а,420005,55.700512,49.086301
Улица 10 лет Октября,12,420005,55.699959,49.089014
Улица 10 лет Октября,13,420005,55.699812,49.090352
Улица 10 лет Октября,14,420005,55.699959,49.089014
Улица 10 лет Октября,14а,420005,55.699959,49.089014
Улица 10 лет Октября,15,420005,55.699659,49.090658
Улица 10 лет Октября,16,420005,55.6997,49.089678
Улица 10 лет Октября,17,420005,55.699477,49.090936
Улица 10 лет Октября,18,420005,55.699533,49.090065
Улица 10 лет Октября,19,420005,55.699157,49.091502
Улица 10 лет Октября,20,420005,55.699416,49.090244
Улица 10 лет Октября,21,420005,55.69902,49.091753
Улица 10 лет Октября,22,420005,55.699243,49.090505
Улица 10 лет Октября,23,420005,55.69902,49.091753
Улица 10 лет Октября,23а,420005,55.69902,49.091753
Улица 10 лет Октября,24,420005,55.698949,49.09108
Улица 10 лет Октября,25,420005,55.69902,49.091753
Улица 10 лет Октября,25А,420005,55.69902,49.091753
Улица 10 лет Октября,25е,420005,55.69902,49.091753
Улица 10 лет Октября,26,420005,55.698807,49.091259
Улица 10 лет Октября,27,420005,55.700136,49.092248
Улица 10 лет Октября,27А,420005,55.700136,49.092248
Улица 10 лет Октября,28,420005,55.699746,49.092544
Улица 10 лет Октября,28А,420005,55.699933,49.093083
Улица 10 лет Октября,28Б,420005,55.699746,49.092544
Улица 10 лет Октября,29,420005,55.700136,49.092248
Улица 10 лет Октября,30,420005,55.699746,49.092544
Улица 10 лет Октября,30а,420005,55.699746,49.092544
Улица 10 лет Октября,31,420005,55.700136,49.092248
Улица 10 лет Октября,31А,420005,55.700136,49.092248
Улица 10 лет Октября,32,420005,55.700055,49.086337
Улица 10 лет Октября,33,420005,55.700136,49.092248
Улица 10 лет Октября,34а,420005,55.701531,49.086013
Улица 10 лет Октября,36,420005,55.700846,49.086337
Улица 10 лет Октября,36А,420005,55.700846,49.086337
Улица 10 лет Октября,37,420005,55.700136,49.092248
Улица 10 лет Октября,40,420005,55.698077,49.084486
Улица 10 лет Октября,42,420005,55.697711,49.085169
Переулок 2-й Машиностроителей,1,420056,55.840689,49.234415
Переулок 2-й Машиностроителей,2,420056,55.840861,49.2349
Переулок 2-й Машиностроителей,4,420056,55.841165,49.234693
Переулок 2-й Машиностроителей,5,420056,55.841281,49.234056
Переулок 2-й Машиностроителей,6,420056,55.841458,49.234505
Переулок 2-й Машиностроителей,7,420056,55.841281,49.234056
Переулок 2-й Машиностроителей,8,420056,55.841781,49.234298
Переулок 2-й Машиностроителей,12а,420056,55.84211,49.234065
2-я Аральская улица,1,420055,55.703875,49.149542
2-я Аральская улица,2,420055,55.704129,49.149219
2-я Аральская улица,3,420055,55.703804,49.149237
2-я Аральская улица,4,420055,55.703946,49.148967
2-я Аральская улица,5,420055,55.703667,49.149057
2-я Аральская улица,6,420055,55.703819,49.148734
2-я Аральская улица,7,420055,55.70351,49.148797
2-я Аральская улица,8 к. 1,420055,55.703682,49.148545
2-я Аральская улица,8 к. 2,420055,55.703682,49.148545
2-я Аральская улица,9,420055,55.703378,49.148599
2-я Аральская улица,10,420055,55.703555,49.148338
Улица 2-я Героев Хасана,7,420101,55.748062,49.180202
Улица 2-я Героев Хасана,8,420101,55.747976,49.180794
Улица 2-я Героев Хасана,11,420101,55.747682,49.180094
Улица 2-я Героев Хасана,14,420101,55.747485,49.181082
Улица 2-я Героев Хасана,15,420101,55.747388,49.181486
Улица 2-я Героев Хасана,16,420101,55.747424,49.181899
Улица 2-я Героев Хасана,17,420101,55.747388,49.182537
Улица 2-я Героев Хасана,18,420101,55.747328,49.182897
Улица 2-я Героев Хасана,19,420101,55.74715,49.183328
Улица 2-я Героев Хасана,20,420101,55.747034,49.183462
Улица 2-я Героев Хасана,21,420101,55.746927,49.183651
Улица 2-я Героев Хасана,37,420101,55.748199,49.182331
Улица 2-я Героев Хасана,41,420101,55.74792,49.182753
Улица 2-я Героев Хасана,41А,420101,55.747981,49.182393
Улица 2-я Героев Хасана,42,420101,55.748154,49.183112
Улица 2-я Героев Хасана,42в,420101,55.748154,49.183112
Улица 2-я Героев Хасана,45,420101,55.747723,49.183669
Улица 2-я Героев Хасана,46,420101,55.747991,49.18375
Улица 2-я Героев Хасана,47,420101,55.747976,49.184001
Улица 2-я Героев Хасана,48,420101,55.747561,49.184244
2-я Колхозная улица,1,420098,55.881561,49.093757
2-я Колхозная улица,2,420098,55.881869,49.094197
2-я Колхозная улица,2А,420098,55.880924,49.094143
2-я Колхозная улица,2Б,420098,55.881025,49.094341
2-я Колхозная улица,3,420098,55.88204,49.094215
2-я Колхозная улица,4,420098,55.882267,49.094224
2-я Колхозная улица,5,420098,55.88248,49.094323
2-я Колхозная улица,6,420098,55.882267,49.094224
2-я Колхозная улица,7,420098,55.882692,49.094323
2-я Колхозная улица,7А,420098,55.882692,49.094323
2-я Колхозная улица,8,420098,55.882889,49.094332
2-я Колхозная улица,9,420098,55.883166,49.094395
2-я Колхозная улица,11,420098,55.883762,49.09435
2-я Колхозная улица,12,420098,55.883919,49.094377
2-я Колхозная улица,12А,420098,55.883919,49.094377
2-я Колхозная улица,12б,420098,55.883919,49.094377
2-я Колхозная улица,13,420098,55.883762,49.09435
2-я Колхозная улица,14,420098,55.884085,49.094421
2-я Колхозная улица,15,420098,55.884307,49.09443
2-я Колхозная улица,16 к. 1,420098,55.884479,49.094475
2-я Колхозная улица,16 к. 2,420098,55.884479,49.094475
2-я Колхозная улица,17,420098,55.884666,49.094511
2-я Колхозная улица,18,420098,55.884827,49.094547
2-я Колхозная улица,19,420098,55.885055,49.094601
2-я Колхозная улица,20,420098,55.885216,49.094664
2-я Колхозная улица,20А,420098,55.885635,49.094799
2-я Колхозная улица,20б,420098,55.885216,49.094664
2-я Колхозная улица,21,420098,55.88513,49.095248
2-я Колхозная улица,21А,420098,55.88513,49.095248
2-я Колхозная улица,21Б,420098,55.885489,49.095257
2-я Колхозная улица,21В,420098,55.88513,49.095248
2-я Колхозная улица,21Г,420098,55.88513,49.095248
2-я Колхозная улица,23,420098,55.88458,49.095113
2-я Колхозная улица,24,420098,55.884186,49.09505
2-я Колхозная улица,25,420098,55.883908,49.095005
2-я Колхозная улица,26,420098,55.883651,49.094951
2-я Колхозная улица,27,420098,55.883383,49.094969
2-я Колхозная улица,28,420098,55.88306,49.094951
2-я Колхозная улица,29,420098,55.882707,49.094871
2-я Колхозная улица,30,420098,55.882399,49.094808
2-я Колхозная улица,31,420098,55.882106,49.094763
2-я Колхозная улица,32,420098,55.881621,49.094772
2-я Колхозная улица,33,420098,55.882106,49.094763
2-я Молдавская улица,1,420056,55.844925,49.236068
2-я Молдавская улица,1А,420056,55.845163,49.235924
2-я Молдавская улица,2,420056,55.843793,49.236418
2-я Молдавская улица,3,420056,55.844672,49.235897
2-я Молдавская улица,4,420056,55.84353,49.236688
2-я Молдавская улица,4А,420056,55.846108,49.235717
2-я Молдавская улица,5,420056,55.844051,49.236688
2-я Молдавская улица,5А,420056,55.846391,49.236337
2-я Молдавская улица,6,420056,55.84628,49.236831
2-я Молдавская улица,6А,420056,55.845971,49.235816
2-я Молдавская улица,6Б,420056,55.844516,49.235996
2-я Молдавская улица,7,420056,55.844374,49.236158
2-я Молдавская улица,7А,420056,55.844374,49.236158
2-я Молдавская улица,8,420056,55.844106,49.236409
2-я Молдавская улица,8А,420056,55.846027,49.236256
2-я Молдавская улица,9,420056,55.843596,49.237272
2-я Молдавская улица,10,420056,55.843015,49.237137
2-я Молдавская улица,12,420056,55.842823,49.237316
2-я Молдавская улица,13,420056,55.843884,49.236849
2-я Молдавская улица,14,420056,55.842656,49.237397
2-я Молдавская улица,14А,420056,55.845698,49.236167
2-я Молдавская улица,15,420056,55.843823,49.237541
2-я Молдавская улица,16,420056,55.842327,49.237658
2-я Молдавская улица,16А,420056,55.845491,49.236077
2-я Молдавская улица,18,420056,55.842135,49.237721
2-я Молдавская улица,20,420056,55.842014,49.237873
2-я Молдавская улица,22,420056,55.841887,49.237981
2-я Молдавская улица,23,420056,55.843378,49.237316
2-я Молдавская улица,24,420056,55.841614,49.238125
2-я Молдавская улица,25,420056,55.843318,49.237631
2-я Молдавская улица,26,420056,55.841614,49.238125
2-я Молдавская улица,27,420056,55.842934,49.237891
2-я Молдавская улица,29,420056,55.842706,49.237945
2-я Молдавская улица,31,420056,55.84262,49.237999
2-я Молдавская улица,33,420056,55.842438,49.23817
2-я Молдавская улица,39,420056,55.841756,49.238718
2-я Молдавская улица,49,420056,55.841559,49.238889
2-я Молдавская улица,49А,420056,55.841559,49.238889
2-я Осиновская улица,1а к. 1,420076,55.853723,48.892319
2-я Осиновская улица,1а к. 3,420076,55.853723,48.892319
2-я Осиновская улица,1а к. 4,420076,55.853723,48.892319
2-я Осиновская улица,1б,420076,55.85342,48.892507
2-я Осиновская улица,2,420076,55.853855,48.892732
2-я Осиновская улица,3 к. 1,420076,55.854016,48.892112
2-я Осиновская улица,3 к. 2,420076,55.854016,48.892112
2-я Осиновская улица,3а,420076,55.854016,48.892112
2-я Осиновская улица,4,420076,55.854042,48.892579
2-я Осиновская улица,5,420076,55.854016,48.892112
2-я Осиновская улица,6,420076,55.854219,48.892462
2-я Осиновская улица,6 к. 2,420076,55.854219,48.892462
2-я Осиновская улица,7,420076,55.854461,48.891833
2-я Осиновская улица,8,420076,55.854406,48.892354
2-я Осиновская улица,9,420076,55.854643,48.891708
2-я Осиновская улица,10,420076,55.854587,48.89222
2-я Осиновская улица,11,420076,55.854805,48.8916
2-я Осиновская улица,12,420076,55.854774,48.892076
2-я Осиновская улица,13,420076,55.854946,48.891519
2-я Осиновская улица,14,420076,55.854941,48.891959
2-я Осиновская улица,15,420076,55.855265,48.89133
2-я Осиновская улица,16,420076,55.855103,48.891833
2-я Осиновская улица,17,420076,55.855436,48.891214
2-я Осиновская улица,18,420076,55.855376,48.891717
2-я Осиновская улица,18б,420076,55.855376,48.891717
2-я Осиновская улица,19,420076,55.855588,48.891124
2-я Осиновская улица,20,420076,55.855548,48.891582
2-я Осиновская улица,21,420076,55.85577,48.890998
2-я Осиновская улица,22,420076,55.855709,48.891465
2-я Осиновская улица,23,420076,55.856103,48.890773
2-я Осиновская улица,24,420076,55.855896,48.891384
2-я Осиновская улица,25,420076,55.856331,48.890603
2-я Осиновская улица,26,420076,55.856038,48.891285
2-я Осиновская улица,27 к. 1,420076,55.856558,48.890486
2-я Осиновская улица,27 к. 2,420076,55.856558,48.890486
2-я Осиновская улица,28,420076,55.856235,48.891178
2-я Осиновская улица,29,420076,55.85678,48.890198
2-я Осиновская улица,30,420076,55.856412,48.891079
2-я Осиновская улица,31,420076,55.856937,48.890207
2-я Осиновская улица,32,420076,55.856619,48.890944
2-я Осиновская улица,33,420076,55.857089,48.890136
2-я Осиновская улица,34,420076,55.85677,48.890791
2-я Осиновская улица,35,420076,55.857306,48.889965
2-я Осиновская улица,36,420076,55.856977,48.890702
2-я Осиновская улица,37,420076,55.857553,48.889758
2-я Осиновская улица,38,420076,55.857139,48.890594
2-я Осиновская улица,38а,420076,55.857139,48.890594
2-я Осиновская улица,39,420076,55.857806,48.889471
2-я Осиновская улица,40,420076,55.857372,48.890423
2-я Осиновская улица,42,420076,55.857488,48.890315
2-я Осиновская улица,43,420076,55.85817,48.889228
2-я Осиновская улица,43а,420076,55.85817,48.889228
2-я Осиновская улица,44,420076,55.857796,48.890181
2-я Осиновская улица,44а,420076,55.857796,48.890181
2-я Осиновская улица,45,420076,55.858377,48.889147
2-я Осиновская улица,46,420076,55.8582,48.889947
2-я Осиновская улица,50,420076,55.858574,48.889695
2-я Осиновская улица,55,420076,55.859014,48.888608
2-я Осиновская улица,66,420076,55.856073,48.891061
2-я Отдаленная улица,1,420056,55.85727,49.237128
2-я Отдаленная улица,1А,420056,55.85727,49.237128
2-я Отдаленная улица,2,420056,55.857457,49.236804
2-я Отдаленная улица,2А,420056,55.857028,49.236715
2-я Отдаленная улица,3,420056,55.857786,49.237424
2-я Отдаленная улица,3А,420056,55.857786,49.237424
2-я Отдаленная улица,4,420056,55.858296,49.23702
2-я Отдаленная улица,5,420056,55.858129,49.237712
2-я Отдаленная улица,5А,420056,55.858129,49.237712
2-я Отдаленная улица,7,420056,55.858625,49.238098
2-я Отдаленная улица,8,420056,55.858544,49.23711
2-я Полевая улица,1,420140,55.76094,49.255193
2-я Полевая улица,2,420140,55.760864,49.254465
2-я Полевая улица,3,420140,55.760758,49.255058
2-я Полевая улица,4,420140,55.760687,49.25451
2-я Полевая улица,5,420140,55.760555,49.255139
2-я Полевая улица,6,420140,55.76052,49.254528
2-я Полевая улица,7,420140,55.760383,49.25522
2-я Полевая улица,8,420140,55.76052,49.254528
2-я Полевая улица,9,420140,55.760236,49.255274
2-я Полевая улица,10,420140,55.759816,49.254762
2-я Полевая улица,11,420140,55.760059,49.25531
2-я Полевая улица,12,420140,55.759816,49.254762
2-я Полевая улица,13,420140,55.759892,49.255346
2-я Полевая улица,14,420140,55.759664,49.254843
2-я Полевая улица,15,420140,55.759694,49.255579
2-я Полевая улица,16,420140,55.759466,49.254762
2-я Полевая улица,17,420140,55.759501,49.255606
2-я Полевая улица,18,420140,55.759466,49.254762
2-я Полевая улица,19,420140,55.759177,49.255669
2-я Полевая улица,20,420140,55.759137,49.255031
2-я Полевая улица,21,420140,55.75898,49.255741
2-я Полевая улица,22,420140,55.758939,49.255166
2-я Полевая улица,23,420140,55.758818,49.255777
2-я Полевая улица,24,420140,55.758939,49.255166
2-я Полевая улица,25,420140,55.758615,49.255759
2-я Полевая улица,26,420140,55.758534,49.255274
2-я Полевая улица,28,420140,55.758301,49.254968
2-я Центральная улица,1,420129,55.747003,49.265353
2-я Центральная улица,3,420129,55.746978,49.265569
2-я Центральная улица,5,420129,55.746937,49.265802
2-я Центральная улица,6,420129,55.746583,49.265326
2-я Центральная улица,6А,420129,55.746238,49.265182
2-я Центральная улица,7,420129,55.746856,49.266494
2-я Центральная улица,8,420129,55.746522,49.265604
2-я Центральная улица,9,420129,55.746791,49.26688
2-я Центральная улица,10,420129,55.746446,49.265928
2-я Центральная улица,12,420129,55.746421,49.266134
2-я Центральная улица,13,420129,55.746659,49.267742
2-я Центральная улица,13А,420129,55.746659,49.267742
2-я Центральная улица,14,420129,55.74637,49.266557
2-я Центральная улица,14а,420129,55.746091,49.266332
2-я Центральная улица,15,420129,55.746598,49.267967
2-я Центральная улица,16,420129,55.746324,49.266718
2-я Центральная улица,17,420129,55.746481,49.268461
2-я Центральная улица,18,420129,55.746147,49.266934
2-я Центральная улица,20,420129,55.746198,49.267203
2-я Центральная улица,20а,420129,55.746167,49.267518
2-я Центральная улица,22,420129,55.746162,49.267805
2-я Центральная улица,24,420129,55.746101,49.268138
2-я Центральная улица,25,420129,55.746213,49.270473
2-я Центральная улица,30,420129,55.745899,49.269611
2-я Центральная улица,32,420129,55.745858,49.270042
2-я Центральная улица,33,420129,55.745808,49.272746
2-я Центральная улица,35,420129,55.745843,49.273034
2-я Центральная улица,37,420129,55.745747,49.273294
2-я Центральная улица,39,420129,55.745843,49.273644
2-я Центральная улица,41,420129,55.745671,49.274022
2-я Центральная улица,45,420129,55.745858,49.274381
2-я Центральная улица,56,420129,55.745544,49.272333
2-я Центральная улица,57А,420129,55.745357,49.276205
2-я Центральная улица,59,420129,55.745357,49.276438
2-я Центральная улица,62,420129,55.745397,49.273294
2-я Центральная улица,65,420129,55.745245,49.277534
2-я Центральная улица,66а,420129,55.745063,49.27342
2-я Центральная улица,70,420129,55.74526,49.274435
2-я Центральная улица,71,420129,55.745083,49.27996
2-я Центральная улица,72,420129,55.74522,49.274704
2-я Центральная улица,73,420129,55.745017,49.280481
2-я Центральная улица,74,420129,55.74522,49.275109
2-я Центральная улица,75,420129,55.745002,49.280885
2-я Центральная улица,76,420129,55.745189,49.275567
2-я Центральная улица,78,420129,55.745068,49.275836
2-я Центральная улица,80,420129,55.745022,49.276258
2-я Центральная улица,80а стр. 1,420129,55.745022,49.276258
2-я Центральная улица,80а стр. 2,420129,55.745022,49.276258
2-я Центральная улица,97,420129,55.744262,49.286122
2-я Центральная улица,98а,420129,55.744698,49.280085
2-я Центральная улица,100,420129,55.744728,49.280436
2-я Центральная улица,100б,420129,55.744455,49.280319
2-я Центральная улица,101,420129,55.744176,49.28676
2-я Центральная улица,111а,420129,55.744115,49.288413
2-я Центральная улица,115,420129,55.744039,49.28932
2-я Центральная улица,119,420129,55.743948,49.290236
2-я Центральная улица,120б,420129,55.743502,49.285529
2-я Центральная улица,121,420129,55.743963,49.29064
2-я Центральная улица,123,420129,55.743806,49.290928
2-я Центральная улица,125,420129,55.743796,49.291108
2-я Центральная улица,127,420129,55.743786,49.291458
2-я Центральная улица,129,420129,55.743694,49.291844
2-я Центральная улица,131,420129,55.74372,49.292257
2-я Центральная улица,132,420129,55.743806,49.287299
2-я Центральная улица,134,420129,55.743755,49.287541
